PlayerID,Name,Team,Position,Height,Weight,DOB,Age,YrsExp,CapHit
APeasleyNYJ,Andrew Peasley,NYJ,QB,6-2,218,1/6/2000,24,R,"$795,000"
ADavisNYJ,Ashtyn Davis,NYJ,SAF,6-1,202,10/10/1996,27,5,"$1,292,500"
ADeculusNYJ,Austin Deculus,NYJ,OT,6-5,321,3/12/1999,25,3,"$985,000"
ASeibertNYJ,Austin Seibert,NYJ,K,5-9,200,11/15/1996,27,4,"$985,000"
BLathamNYJ,Brady Latham,NYJ,OG,6-5,312,9/30/2000,23,R,"$797,500"
BAllenNYJ,Braelon Allen,NYJ,RB,6-1,235,1/20/2004,20,R,"$927,177"
BMcGregorNYJ,Braiden McGregor,NYJ,DE,6-6,267,7/12/2001,23,R,"$801,666"
BEcholsNYJ,Brandin Echols,NYJ,CB,5-10,179,10/16/1997,26,4,"$1,098,548"
BCodringtonNYJ,Brandon Codrington,NYJ,DB,5-9,185,—,22,R,"$795,000"
BHallNYJ,Breece Hall,NYJ,RB,5-11,217,5/31/2001,23,3,"$2,458,573"
BHectorNYJ,Bruce Hector,NYJ,DT,6-2,296,10/7/1994,29,3,"$1,055,000"
CMosleyNYJ,C.J. Mosley,NYJ,ILB,6-2,231,6/19/1992,32,10,"$7,244,000"
CWarrenNYJ,Carter Warren,NYJ,OT,6-5,311,1/19/1999,25,2,"$1,101,080"
CSurrattNYJ,Chazz Surratt,NYJ,LB,6-2,233,2/16/1997,27,3,"$985,000"
CGlaserNYJ,Chris Glaser,NYJ,OG,6-4,306,10/1/1999,24,2,"$915,000"
CClarkNYJ,Chuck Clark,NYJ,DB,6-0,209,4/19/1995,29,8,"$1,830,000"
DReedNYJ,D.J. Reed,NYJ,CB,5-9,188,11/11/1996,27,7,"$15,636,176"
EWattsNYJ,Eric Watts,NYJ,DE,6-5,277,10/1/2000,23,R,"$801,666"
GWilsonNYJ,Garrett Wilson,NYJ,WR,6-0,183,7/22/2000,23,3,"$5,605,638"
GZuerleinNYJ,Greg Zuerlein,NYJ,K,6-0,195,12/27/1987,36,13,"$1,882,118"
HReddickNYJ,Haason Reddick,NYJ,OLB,6-1,240,9/22/1994,29,8,"$15,000,000"
HEl-ZayatNYJ,Hamze El-Zayat,NYJ,WR,5-8,162,—,22,R,"$795,000"
ICharlesNYJ,Irvin Charles,NYJ,WR,6-4,219,4/13/1997,27,2,"$915,000"
IDavisNYJ,Isaiah Davis,NYJ,RB,6-1,220,2/21/2002,22,R,"$858,569"
IOliverNYJ,Isaiah Oliver,NYJ,CB,6-0,202,9/30/1996,27,7,"$2,500,000"
IAbanikandaNYJ,Israel Abanikanda,NYJ,RB,5-10,216,10/5/2002,21,2,"$999,095"
JSirmonNYJ,Jackson Sirmon,NYJ,LB,6-2,240,4/15/2000,24,R,"$795,833"
JHansonNYJ,Jake Hanson,NYJ,C,6-4,303,4/29/1997,27,4,"$1,100,000"
JHolmesNYJ,Jalyn Holmes,NYJ,DT,6-5,283,1/25/1996,28,5,"$985,000"
JSherwoodNYJ,Jamien Sherwood,NYJ,LB,6-2,216,1/12/2000,24,4,"$1,143,714"
JMonroeNYJ,Jarius Monroe,NYJ,DB,6-2,205,10/6/2000,23,R,"$798,333"
JBernard-ConverseNYJ,Jarrick Bernard-Converse,NYJ,SAF,6-1,205,4/29/2000,24,2,"$956,096"
JBrownleeNYJ,Jason Brownlee,NYJ,WR,6-3,202,1/30/1999,25,2,"$925,000"
JKinlawNYJ,Javon Kinlaw,NYJ,DT,6-5,319,10/3/1997,26,5,"$2,850,000"
JKeyNYJ,Jaylen Key,NYJ,SAF,6-2,210,2/29/2000,24,R,"$815,184"
JRuckertNYJ,Jeremy Ruckert,NYJ,TE,6-5,250,8/11/2000,23,3,"$1,375,883"
JJohnsonNYJ,Jermaine Johnson II,NYJ,LB,6-5,254,1/8/1999,25,3,"$3,569,303"
JCiarloNYJ,Jimmy Ciarlo,NYJ,LB,6-2,225,—,22,R,"$798,333"
JTippmannNYJ,Joe Tippmann,NYJ,C,6-6,313,3/24/2001,23,2,"$1,899,910"
JSimpsonNYJ,John Simpson,NYJ,OG,6-4,330,8/19/1997,26,5,"$3,210,000"
JTravisNYJ,Jordan Travis,NYJ,QB,6-1,200,5/2/2000,24,R,"$858,569"
KYeboahNYJ,Kenny Yeboah,NYJ,TE,6-4,250,10/30/1998,25,4,"$1,322,647"
KFoelschNYJ,Kevin Foelsch,NYJ,TE,6-4,250,—,22,R,"$795,000"
KLevaoNYJ,Kohl Levao,NYJ,OL,6-6,350,—,22,1,"$795,000"
LMcCutcheonNYJ,Lance McCutcheon,NYJ,WR,6-3,202,2/28/1999,25,2,"$915,000"
LFotuNYJ,Leki Fotu,NYJ,DT,6-5,335,8/23/1998,25,5,"$2,380,000"
LTaylorNYJ,Leonard Taylor,NYJ,DT,6-3,305,5/29/2002,22,R,"$798,333"
LSefcikNYJ,Lincoln Sefcik,NYJ,TE,6-3,238,7/14/1999,25,R,"$796,666"
MCorleyNYJ,Malachi Corley,NYJ,WR,5-11,210,3/21/2002,22,R,"$795,000"
MTaylorNYJ,Malik Taylor,NYJ,WR,6-1,220,12/21/1995,28,3,"$1,055,000"
MMcCrary-BallNYJ,Marcelino McCrary-Ball,NYJ,LB,6-0,214,3/23/1999,25,1,"$915,000"
MRileyNYJ,Marcus Riley,NYJ,WR,5-11,175,—,22,R,"$796,666"
MMitchellNYJ,Max Mitchell,NYJ,OT,6-6,307,10/12/1999,24,3,"$1,184,007"
MCarterNYJ,Michael Carter II,NYJ,CB,5-10,184,3/8/1999,25,4,"$3,448,232"
MClemonsNYJ,Micheal Clemons,NYJ,DE,6-5,263,8/21/1997,26,3,"$1,176,024"
MWilliamsNYJ,Mike Williams,NYJ,WR,6-4,218,10/4/1994,29,8,"$2,724,000"
MMosesNYJ,Morgan Moses,NYJ,OT,6-6,320,3/3/1991,33,11,"$5,500,000"
MJonesNYJ,Myles Jones,NYJ,CB,6-4,194,10/6/1998,25,R,"$795,333"
NBawdenNYJ,Nick Bawden,NYJ,RB,6-2,245,6/22/1996,28,7,"$1,055,000"
OEzeNYJ,Obinna Eze,NYJ,OT,6-8,325,6/12/1998,26,1,"$795,000"
OFashanuNYJ,Olu Fashanu,NYJ,OT,6-6,312,12/9/2002,21,R,"$3,729,220"
QWilliamsNYJ,Quincy Williams,NYJ,LB,5-11,230,8/28/1996,27,6,"$7,150,000"
QWilliamsNYJ,Quinnen Williams,NYJ,DT,6-3,303,12/21/1997,26,6,"$20,400,000"
QStiggersNYJ,Qwan'Tez Stiggers,NYJ,DB,6-0,197,1/8/2002,22,1,"$858,569"
SEguavoenNYJ,Sam Eguavoen,NYJ,LB,6-1,236,2/22/1993,31,6,"$985,000"
SBartholomewNYJ,Shemar Bartholomew,NYJ,CB,6-1,200,—,22,R,"$798,333"
SThomasNYJ,Solomon Thomas,NYJ,DE,6-3,295,8/26/1995,28,8,"$3,000,000"
TMcKinleyNYJ,Takkarist McKinley,NYJ,DE,6-2,250,11/2/1995,28,6,"$985,000"
TSmartNYJ,Tanzel Smart,NYJ,DT,6-1,295,11/6/1994,29,4,"$985,000"
TCohenNYJ,Tarik Cohen,NYJ,RB,5-6,181,7/26/1995,28,5,"$985,000"
THennessyNYJ,Thomas Hennessy,NYJ,LS,6-2,246,6/11/1994,30,8,"$1,385,000"
TMorsteadNYJ,Thomas Morstead,NYJ,P,6-4,225,3/8/1986,38,16,"$2,050,000"
TAdamsNYJ,Tony Adams,NYJ,DB,5-11,203,1/24/1999,25,3,"$988,334"
TConklinNYJ,Tyler Conklin,NYJ,TE,6-3,248,7/30/1995,28,7,"$9,338,334"
THarrellNYJ,Tyler Harrell,NYJ,WR,6-0,200,8/1/2000,23,R,"$796,666"
TTaylorNYJ,Tyrod Taylor,NYJ,QB,6-1,217,8/3/1989,34,14,"$2,800,000"
TSmithNYJ,Tyron Smith,NYJ,OT,6-5,320,12/12/1990,33,14,"$2,900,000"
WSchweitzerNYJ,Wes Schweitzer,NYJ,OG,6-4,300,9/11/1993,30,9,"$2,028,235"
WMcDonaldNYJ,Will McDonald IV,NYJ,DE,6-4,236,6/4/1999,25,2,"$3,709,469"
WTylerNYJ,Willie Tyler,NYJ,OT,6-6,320,—,22,R,"$796,666"
XGipsonNYJ,Xavier Gipson,NYJ,WR,5-9,189,3/8/2001,23,2,"$920,000"
XNewman-JohnsonNYJ,Xavier Newman-Johnson,NYJ,OG,6-2,297,8/4/1999,24,2,"$985,000"
XValladayNYJ,Xazavian Valladay,NYJ,RB,6-0,198,7/3/1998,26,1,"$795,000"
ZKuntzNYJ,Zack Kuntz,NYJ,TE,6-8,251,6/9/1999,25,1,"$795,000"
ZBarnesNYJ,Zaire Barnes,NYJ,LB,6-1,227,9/3/1999,24,2,"$963,392"
ABrownPHI,A.J. Brown,PHI,WR,6-1,226,6/30/1997,27,6,"$11,878,894"
ASmithPHI,Ainias Smith,PHI,WR,5-9,176,5/31/2001,23,R,"$878,574"
AOkwuegbunamPHI,Albert Okwuegbunam,PHI,TE,6-5,258,4/25/1998,26,5,"$1,400,000"
ASamPHI,Andre Sam,PHI,SAF,5-10,194,—,22,R,"$801,666"
ADankwahPHI,Anim Dankwah,PHI,OL,6-7,330,—,22,R,"$811,666"
AWatkinsPHI,Austin Watkins,PHI,WR,6-3,210,2/16/1998,26,1,"$820,000"
AMaddoxPHI,Avonte Maddox,PHI,CB,5-9,184,3/31/1996,28,7,"$1,617,647"
BVanSumerenPHI,Ben VanSumeren,PHI,LB,6-2,231,5/5/2000,24,2,"$915,000"
BMannPHI,Braden Mann,PHI,P,5-11,198,11/24/1997,26,5,"$1,325,000"
BGrahamPHI,Brandon Graham,PHI,DE,6-2,265,4/3/1988,36,15,"$8,198,000"
BSmithPHI,Brandon Smith,PHI,LB,6-3,241,4/12/2001,23,2,"$915,000"
BTothPHI,Brett Toth,PHI,OL,6-6,304,9/1/1996,27,6,"$985,000"
BCoveyPHI,Britain Covey,PHI,WR,5-8,173,3/18/1997,27,3,"$985,000"
BHuffPHI,Bryce Huff,PHI,DE,6-3,255,4/17/1998,26,5,"$4,350,000"
CUzomahPHI,C.J. Uzomah,PHI,TE,6-6,271,1/14/1993,31,10,"$1,152,500"
CJurgensPHI,Cameron Jurgens,PHI,OG,6-3,303,8/21/1999,24,3,"$1,882,643"
CDeJeanPHI,Cooper DeJean,PHI,CB,6-0,198,2/9/2003,21,R,"$1,687,931"
DGoedertPHI,Dallas Goedert,PHI,TE,6-5,256,1/3/1995,29,7,"$9,131,583"
DKinnardPHI,Darian Kinnard,PHI,OG,6-5,322,12/29/1999,24,2,"$965,000"
DSlayPHI,Darius Slay,PHI,CB,6-0,190,1/1/1991,33,12,"$10,651,483"
DSmithPHI,DeVonta Smith,PHI,WR,6-0,170,11/14/1998,25,4,"$8,127,381"
DWhitePHI,Devin White,PHI,LB,6-0,237,2/17/1998,26,6,"$1,718,353"
DMcMahonPHI,Dylan McMahon,PHI,C,6-3,298,1/22/2001,23,R,"$841,525"
EJenkinsPHI,E.J. Jenkins,PHI,TE,6-6,245,11/3/1998,25,1,"$815,000"
ERicksPHI,Eli Ricks,PHI,CB,6-2,188,9/26/2001,22,2,"$918,333"
FJohnsonPHI,Fred Johnson,PHI,OT,6-7,326,6/5/1997,27,6,"$1,225,000"
GHallPHI,Gabe Hall,PHI,DT,6-6,295,1/12/2001,23,R,"$803,701"
GAyedzePHI,Gottlieb Ayedze,PHI,OG,6-5,309,—,22,R,"$805,000"
GCalcaterraPHI,Grant Calcaterra,PHI,TE,6-4,240,12/4/1998,25,3,"$1,028,535"
IRodgersPHI,Isaiah Rodgers,PHI,CB,5-10,170,1/7/1998,26,4,"$1,055,000"
JHarrisPHI,Jacob Harris,PHI,WR,6-5,211,4/16/1997,27,3,"$997,500"
JElliottPHI,Jake Elliott,PHI,K,5-9,167,1/21/1995,29,8,"$4,570,000"
JCarterPHI,Jalen Carter,PHI,DT,6-3,314,4/4/2001,23,2,"$4,955,951"
JHurtsPHI,Jalen Hurts,PHI,QB,6-1,223,8/7/1998,25,5,"$13,558,800"
JHuntPHI,Jalyx Hunt,PHI,LB,6-3,252,3/13/2001,23,R,"$1,024,188"
JBradberryPHI,James Bradberry,PHI,CB,6-1,210,8/4/1993,30,9,"$4,305,000"
JPoePHI,Jason Poe,PHI,OG,6-1,300,7/27/1998,25,1,"$795,000"
JTrotterPHI,Jeremiah Trotter Jr.,PHI,LB,6-0,225,12/24/2002,21,R,"$877,117"
JRossPHI,John Ross,PHI,WR,5-11,190,11/27/1995,28,6,"$985,000"
JWilsonPHI,Johnny Wilson,PHI,WR,6-6,228,4/3/2001,23,R,"$844,252"
JDavisPHI,Jordan Davis,PHI,DT,6-6,336,1/12/2000,24,3,"$4,626,638"
JMailataPHI,Jordan Mailata,PHI,OT,6-8,365,3/31/1997,27,7,"$11,616,000"
JNgataPHI,Joseph Ngata,PHI,WR,6-3,217,1/9/2001,23,1,"$795,000"
JJobePHI,Josh Jobe,PHI,CB,5-11,190,4/9/1998,26,3,"$988,334"
JSweatPHI,Josh Sweat,PHI,DE,6-5,265,3/29/1997,27,7,"$8,027,000"
JOkwaraPHI,Julian Okwara,PHI,LB,6-4,250,12/27/1997,26,5,"$1,276,471"
KRingoPHI,Kelee Ringo,PHI,CB,6-2,207,6/27/2002,22,2,"$1,120,232"
KMiltonPHI,Kendall Milton,PHI,RB,6-1,232,2/10/2002,22,R,"$803,333"
KGainwellPHI,Kenneth Gainwell,PHI,RB,5-9,200,3/14/1999,25,4,"$1,138,881"
KPickettPHI,Kenny Pickett,PHI,QB,6-3,220,6/6/1998,26,3,"$1,983,900"
LVakalahiPHI,Laekin Vakalahi,PHI,OT,6-5,320,—,22,R,"$795,000"
LDickersonPHI,Landon Dickerson,PHI,OG,6-6,333,9/30/1998,25,4,"$5,987,940"
LJohnsonPHI,Lane Johnson,PHI,OT,6-6,325,5/8/1990,34,12,"$15,865,000"
LNicholsPHI,Lew Nichols III,PHI,RB,5-10,220,8/16/2001,22,1,"$795,000"
MGoodrichPHI,Mario Goodrich,PHI,CB,6-0,186,1/12/2000,24,2,"$915,000"
MTuipulotuPHI,Marlon Tuipulotu,PHI,DT,6-2,307,5/31/1999,25,4,"$1,103,978"
MHennessyPHI,Matt Hennessy,PHI,C,6-4,295,11/17/1997,26,5,"$1,750,000"
MScharpingPHI,Max Scharping,PHI,OG,6-6,325,8/10/1996,27,6,"$985,000"
MCastlesPHI,McCallan Castles,PHI,TE,6-4,250,12/3/1999,24,R,"$805,000"
MBectonPHI,Mekhi Becton,PHI,OT,6-7,363,4/18/1999,25,5,"$1,971,176"
MGarnerPHI,Mekhi Garner,PHI,CB,6-2,212,1/11/2000,24,1,"$915,000"
MWilliamsPHI,Milton Williams,PHI,DT,6-3,290,4/6/1999,25,4,"$3,385,124"
MOjomoPHI,Moro Ojomo,PHI,DT,6-3,292,8/15/2001,22,2,"$934,446"
NDeanPHI,Nakobe Dean,PHI,LB,5-11,231,12/13/2000,23,3,"$1,419,448"
NSmithPHI,Nolan Smith,PHI,LB,6-2,238,1/18/2001,23,2,"$2,725,549"
OBurksPHI,Oren Burks,PHI,ILB,6-3,233,3/21/1995,29,7,"$1,500,000"
PMustipherPHI,P.J. Mustipher,PHI,DT,6-3,306,11/10/1999,24,1,"$927,500"
PCampbellPHI,Parris Campbell,PHI,WR,6-0,208,7/16/1997,27,6,"$1,152,500"
PNickersonPHI,Parry Nickerson,PHI,DB,5-10,179,10/11/1994,29,5,"$985,000"
PJohnsonPHI,Patrick Johnson,PHI,LB,6-2,248,1/10/1998,26,4,"$1,081,468"
QMitchellPHI,Quinyon Mitchell,PHI,CB,6-0,196,7/18/2001,22,R,"$2,694,199"
RBlankenshipPHI,Reed Blankenship,PHI,SAF,6-1,203,3/2/1999,25,3,"$1,356,668"
RLovatoPHI,Rick Lovato,PHI,LS,6-2,249,9/9/1992,31,8,"$1,035,000"
SBarkleyPHI,Saquon Barkley,PHI,RB,6-0,232,2/9/1997,27,7,"$3,800,000"
SDavisPHI,Shaq Davis,PHI,WR,6-5,215,2/8/2000,24,1,"$832,500"
SStephensPHI,Shon Stephens,PHI,DB,5-10,175,—,22,R,"$795,000"
SBrownPHI,Sydney Brown,PHI,SAF,5-10,211,3/21/2000,24,2,"$1,306,615"
TMcKeePHI,Tanner McKee,PHI,QB,6-6,230,4/27/2000,24,2,"$961,630"
TJacksonPHI,Tarron Jackson,PHI,DE,6-2,254,6/22/1998,26,3,"$985,000"
TLewisPHI,Terrell Lewis,PHI,LB,6-5,262,8/25/1998,25,4,"$1,055,000"
TBookerPHI,Thomas Booker,PHI,DT,6-3,301,11/11/1999,24,2,"$915,000"
TKeeganPHI,Trevor Keegan,PHI,OG,6-5,306,8/30/2000,23,R,"$858,569"
TMcCollumPHI,Tristin McCollum,PHI,DB,6-3,195,5/3/1999,25,1,"$915,000"
THallPHI,Tyler Hall,PHI,CB,5-10,190,10/31/1998,25,4,"$1,035,000"
TSteenPHI,Tyler Steen,PHI,OT,6-6,321,6/24/2000,24,2,"$1,306,918"
TDavis-PricePHI,Tyrion Davis-Price,PHI,RB,6-1,219,10/23/2000,23,3,"$1,110,000"
WGrierPHI,Will Grier,PHI,QB,6-1,220,4/3/1995,29,6,"$985,000"
WShipleyPHI,Will Shipley,PHI,RB,5-11,210,8/29/2002,21,R,"$974,241"
ZBaunPHI,Zack Baun,PHI,LB,6-3,225,12/30/1996,27,5,"$1,600,000"
ZMcPhearsonPHI,Zech McPhearson,PHI,CB,5-11,191,3/21/1998,26,4,"$1,237,414"
AShampklinPIT,Aaron Shampklin,PIT,RB,5-10,195,10/18/1999,24,1,"$795,000"
AHighsmithPIT,Alex Highsmith,PIT,LB,6-4,242,8/7/1997,26,5,"$6,727,000"
AHardyPIT,Anderson Hardy,PIT,C,6-6,301,2/3/2000,24,1,"$795,000"
AAverettPIT,Anthony Averett,PIT,CB,5-11,184,11/30/1994,29,6,"$985,000"
BBishopPIT,Beanie Bishop,PIT,CB,5-9,182,12/17/1999,24,R,"$803,333"
BFehokoPIT,Breiden Fehoko,PIT,DT,6-3,300,10/15/1996,27,4,"$1,055,000"
BJonesPIT,Broderick Jones,PIT,OT,6-5,311,5/16/2001,23,2,"$3,778,719"
CAustinPIT,Calvin Austin III,PIT,WR,5-9,162,3/24/1999,25,3,"$1,111,084"
CHeywardPIT,Cameron Heyward,PIT,DT,6-5,295,5/6/1989,35,14,"$22,406,250"
CHeywardPIT,Connor Heyward,PIT,TE,6-0,230,1/22/1999,25,3,"$1,023,806"
CJohnstonPIT,Cameron Johnston,PIT,P,5-11,194,2/24/1992,32,7,"$2,083,333"
CBoswellPIT,Chris Boswell,PIT,K,6-2,185,3/16/1991,33,10,"$4,720,000"
CKuntzPIT,Christian Kuntz,PIT,LS,6-1,227,4/13/1994,30,4,"$1,163,333"
CHolcombPIT,Cole Holcomb,PIT,LB,6-1,240,7/30/1996,27,6,"$7,640,000"
CPattersonPIT,Cordarrelle Patterson,PIT,RB,6-2,220,3/17/1991,33,12,"$2,250,000"
CTricePIT,Cory Trice,PIT,CB,6-3,206,5/30/2000,24,2,"$816,109"
DEdwardsPIT,Daijun Edwards,PIT,RB,5-10,201,4/11/2001,23,R,"$801,000"
DKazeePIT,Damontae Kazee,PIT,SS,5-11,174,6/5/1993,31,8,"$3,875,000"
DMoorePIT,Dan Moore Jr.,PIT,OT,6-5,315,9/28/1998,25,4,"$3,540,475"
DRushPIT,Darius Rush,PIT,CB,6-2,198,2/22/2000,24,2,"$915,000"
DWashingtonPIT,Darnell Washington,PIT,TE,6-7,265,8/17/2001,22,2,"$1,216,798"
DPeralesPIT,David Perales,PIT,LB,6-3,255,4/9/1999,25,1,"$795,000"
DLealPIT,DeMarvin Leal,PIT,DE,6-4,290,7/1/2000,24,3,"$1,414,608"
DElliottPIT,DeShon Elliott,PIT,DB,6-1,210,4/21/1997,27,7,"$2,250,000"
DLowryPIT,Dean Lowry,PIT,DE,6-6,296,6/9/1994,30,9,"$1,875,000"
DHamiltonPIT,Devery Hamilton,PIT,OT,6-6,311,4/19/1998,26,1,"$915,000"
DFitzpatrickPIT,Dez Fitzpatrick,PIT,WR,6-2,208,12/17/1997,26,2,"$985,000"
DJacksonPIT,Donte Jackson,PIT,CB,5-10,180,11/8/1995,28,6,"$6,000,000"
DWattsPIT,Duece Watts,PIT,WR,6-1,196,12/23/1999,24,1,"$795,000"
DCookPIT,Dylan Cook,PIT,OT,6-6,305,1/11/1998,26,2,"$915,000"
ERobertsPIT,Elandon Roberts,PIT,OLB,6-1,238,4/22/1994,30,9,"$4,667,500"
GPickensPIT,George Pickens,PIT,WR,6-3,200,3/4/2001,23,3,"$1,841,506"
GArnoldPIT,Grayland Arnold,PIT,SAF,5-10,187,9/4/1997,26,5,"$985,000"
ISeumaloPIT,Isaac Seumalo,PIT,OG,6-4,303,10/29/1993,30,9,"$10,191,666"
ILoudermilkPIT,Isaiahh Loudermilk,PIT,DE,6-7,293,10/10/1997,26,4,"$1,135,072"
JCollettoPIT,Jack Colletto,PIT,FB,6-3,237,11/19/1998,25,1,"$795,000"
JCopelandPIT,Jacob Copeland,PIT,WR,6-0,202,7/20/1999,24,1,"$795,000"
JSladePIT,Jacob Slade,PIT,DT,6-4,305,2/23/2000,24,1,"$795,000"
JWindmonPIT,Jacoby Windmon,PIT,LB,6-2,250,8/20/2001,22,R,"$798,333"
JElliottPIT,Jalen Elliott,PIT,SAF,6-0,205,7/7/1998,26,2,"$915,000"
JDanielsPIT,James Daniels,PIT,OG,6-4,327,9/13/1997,26,7,"$11,166,668"
JJenkinsPIT,Jaray Jenkins,PIT,WR,6-2,200,1/4/2000,24,1,"$795,000"
JWarrenPIT,Jaylen Warren,PIT,RB,5-8,215,11/1/1998,25,3,"$989,000"
JMoonPIT,Jeremiah Moon,PIT,LB,6-5,247,8/18/1998,25,2,"$915,000"
JFisherPIT,Joey Fisher,PIT,OT,6-4,296,11/11/1997,26,1,"$795,000"
JPorterPIT,Joey Porter Jr.,PIT,CB,6-2,194,7/26/2000,23,2,"$2,185,988"
JMarshallPIT,Jonathan Marshall,PIT,DT,6-3,310,9/16/1997,26,2,"$985,000"
JWardPIT,Jonathan Ward,PIT,RB,6-0,202,9/30/1997,26,5,"$985,000"
JScottPIT,Josiah Scott,PIT,CB,5-9,185,4/5/1999,25,4,"$985,000"
JWelschofPIT,Julius Welschof,PIT,LB,6-6,265,3/12/1997,27,R,"$796,666"
JFieldsPIT,Justin Fields,PIT,QB,6-3,227,3/5/1999,25,4,"$3,233,448"
KBarnesPIT,Kalon Barnes,PIT,CB,6-0,186,12/16/1998,25,1,"$915,000"
KBentonPIT,Keeanu Benton,PIT,DT,6-4,309,7/17/2001,22,2,"$1,666,619"
KAllenPIT,Kyle Allen,PIT,QB,6-3,210,3/8/1996,28,6,"$1,152,500"
KJohnsonPIT,Kyron Johnson,PIT,LB,6-0,235,7/24/1998,25,3,"$985,000"
LPerinePIT,La'Mical Perine,PIT,RB,5-11,216,1/30/1998,26,3,"$1,055,000"
LOgunjobiPIT,Larry Ogunjobi,PIT,DT,6-3,305,6/3/1994,30,8,"$13,283,333"
LLeePIT,Logan Lee,PIT,DT,6-5,286,6/12/2000,24,R,"$850,018"
MRobinsonPIT,Mark Robinson,PIT,LB,5-11,235,8/14/1999,24,3,"$1,013,089"
MCallawayPIT,Marquez Callaway,PIT,WR,6-2,204,3/27/1998,26,4,"$985,000"
MMcCormickPIT,Mason McCormick,PIT,OG,6-5,315,5/25/2000,24,R,"$986,224"
MWrightPIT,Matthew Wright,PIT,K,5-11,174,3/22/1996,28,3,"$1,055,000"
MKillebrewPIT,Miles Killebrew,PIT,DB,6-2,222,5/10/1993,31,9,"$2,255,000"
MFitzpatrickPIT,Minkah Fitzpatrick,PIT,FS,6-1,207,11/17/1996,27,7,"$21,355,000"
MAdamsPIT,Montravius Adams,PIT,DT,6-4,304,7/24/1995,28,8,"$2,125,000"
MPruittPIT,MyCole Pruitt,PIT,TE,6-2,258,3/24/1992,32,9,"$1,035,000"
NHarrisPIT,Najee Harris,PIT,RB,6-1,242,3/9/1998,26,4,"$4,151,460"
NHerbigPIT,Nate Herbig,PIT,OG,6-4,334,7/10/1998,26,6,"$5,460,000"
NHerbigPIT,Nick Herbig,PIT,LB,6-2,240,11/21/2001,22,2,"$1,083,231"
NMeadorsPIT,Nate Meadors,PIT,DB,5-9,194,2/13/1997,27,1,"$915,000"
PFreiermuthPIT,Pat Freiermuth,PIT,TE,6-5,258,10/25/1998,25,4,"$1,918,057"
PQueenPIT,Patrick Queen,PIT,LB,6-0,232,8/13/1999,24,5,"$6,113,333"
PWilsonPIT,Payton Wilson,PIT,LB,6-4,242,4/21/2000,24,R,"$1,017,511"
QWatkinsPIT,Quez Watkins,PIT,WR,6-0,193,6/9/1998,26,5,"$1,152,500"
RWilliamsPIT,Rodney Williams II,PIT,TE,6-4,235,4/10/2000,24,2,"$915,000"
RWilsonPIT,Roman Wilson,PIT,WR,5-10,186,6/19/2001,23,R,"$1,044,576"
RWilsonPIT,Russell Wilson,PIT,QB,5-11,206,11/29/1988,35,13,"$1,210,000"
RMcCollumPIT,Ryan McCollum,PIT,C,6-5,300,3/4/1998,26,2,"$915,000"
RWattsPIT,Ryan Watts,PIT,DB,6-3,212,11/7/2001,22,R,"$840,671"
SMillerPIT,Scott Miller,PIT,WR,5-9,174,7/31/1997,26,6,"$1,152,500"
SAndersonPIT,Spencer Anderson,PIT,OG,6-5,305,6/7/2000,24,2,"$934,446"
TWattPIT,T.J. Watt,PIT,OLB,6-4,252,10/11/1994,29,8,"$30,418,694"
TGrahamPIT,Thomas Graham Jr.,PIT,CB,5-10,196,6/26/1999,25,3,"$985,000"
TFautanuPIT,Troy Fautanu,PIT,OT,6-4,317,10/11/2000,23,R,"$2,737,326"
TBeachPIT,Tyler Beach,PIT,OG,6-6,290,6/14/1999,25,R,"$795,000"
TMurrayPIT,Tyler Murray,PIT,LB,6-1,227,2/15/1999,25,1,"$795,000"
VJeffersonPIT,Van Jefferson,PIT,WR,6-1,200,7/26/1996,27,5,"$1,152,500"
WPrevilonPIT,Willington Previlon,PIT,DT,6-5,287,5/19/1997,27,1,"$795,000"
ZFrazierPIT,Zach Frazier,PIT,C,6-3,310,8/29/2001,22,R,"$1,371,675"
ABarnerSEA,A.J. Barner,SEA,TE,6-6,251,5/3/2002,22,R,"$983,777"
ALucasSEA,Abraham Lucas,SEA,OT,6-6,322,10/15/1998,25,3,"$1,470,456"
AWhitakerSEA,Andrew Whitaker,SEA,CB,6-0,183,1/16/1999,25,2,"$795,000"
ABradfordSEA,Anthony Bradford,SEA,OG,6-5,332,4/28/2001,23,2,"$1,115,997"
ABurnsSEA,Artie Burns,SEA,CB,6-0,187,5/1/1995,29,9,"$1,152,500"
BMafeSEA,Boye Mafe,SEA,LB,6-4,261,11/30/1998,25,3,"$2,335,162"
BRussellSEA,Brady Russell,SEA,TE,6-3,250,8/31/1998,25,2,"$915,000"
BMurphySEA,Byron Murphy,SEA,DT,6-0,306,9/8/2002,21,R,"$2,924,204"
CYoungSEA,Cameron Young,SEA,DT,6-3,304,6/8/2000,24,2,"$1,096,877"
CJohnsonSEA,Carlton Johnson,SEA,DB,5-11,175,—,22,R,"$796,666"
CCrossSEA,Charles Cross,SEA,OT,6-5,311,11/25/2000,23,3,"$5,831,898"
CStollSEA,Chris Stoll,SEA,LS,6-2,255,8/3/1998,25,2,"$917,166"
CHaynesSEA,Christian Haynes,SEA,OG,6-2,318,4/13/2000,24,R,"$1,055,047"
CBryantSEA,Coby Bryant,SEA,CB,6-1,193,3/29/1999,25,3,"$1,186,952"
